stunde;theta_e;I_N;I_N_dir;I_N_dif;I_E;I_E_dir;I_E_dif;I_S;I_S_dir;I_S_dif;I_W;I_W_dir;I_W_dif;I_H;I_H_dir;I_H_dif
6118;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6119;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6120;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6121;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6122;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6123;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6124;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6125;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6126;10;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
6127;9.4;56.874;0.0;56.874;354.77;297.896;56.874;70.168;13.293;56.874;56.874;0.0;56.874;127.53;47.872;79.658
6128;13.9;107.972;0.0;107.972;779.808;671.836;107.972;257.951;149.979;107.972;107.972;0.0;107.972;372.408;257.895;114.513
6129;17.8;128.316;0.0;128.316;865.845;737.529;128.316;456.363;328.047;128.316;128.316;0.0;128.316;585.25;494.248;91.003
6130;21.1;141.748;0.0;141.748;738.661;596.913;141.748;608.053;466.305;141.748;141.748;0.0;141.748;745.492;667.06;78.432
6131;25;145.067;0.0;145.067;521.129;376.062;145.067;706.536;561.469;145.067;145.067;0.0;145.067;847.194;784.174;63.02
6132;26.7;140.844;0.0;140.844;255.419;114.576;140.844;745.133;604.29;140.844;140.844;0.0;140.844;884.691;835.919;48.772
6133;28.3;126.067;0.0;126.067;126.067;0.0;126.067;707.596;581.528;126.067;276.742;150.674;126.067;839.133;805.041;34.092
6134;29.4;115.753;0.0;115.753;115.753;0.0;115.753;625.994;510.24;115.753;499.129;383.376;115.753;757.416;714.449;42.967
6135;29.4;88.506;0.0;88.506;88.506;0.0;88.506;492.101;403.594;88.506;651.789;563.282;88.506;607.367;580.565;26.802
6136;28.9;71.519;0.0;71.519;71.519;0.0;71.519;332.364;260.845;71.519;713.823;642.304;71.519;425.843;397.935;27.908
6137;28.9;59.308;0.0;59.308;59.308;0.0;59.308;163.981;104.672;59.308;598.399;539.09;59.308;227.004;187.077;39.927
6138;26.7;36.492;0.0;36.492;36.492;0.0;36.492;40.902;4.41;36.492;270.503;234.011;36.492;73.589;30.223;43.366
6139;23.3;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
6140;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6141;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6142;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6143;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6144;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6145;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6146;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6147;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6148;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6149;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6150;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6151;10.6;28.615;0.0;28.615;89.829;61.214;28.615;31.728;3.113;28.615;28.615;0.0;28.615;55.487;9.645;45.842
6152;11.7;76.718;0.0;76.718;226.77;150.053;76.718;111.233;34.516;76.718;76.718;0.0;76.718;174.691;57.11;117.581
6153;14.4;114.678;0.0;114.678;297.56;182.882;114.678;197.516;82.838;114.678;114.678;0.0;114.678;289.803;121.914;167.89
6154;16.1;142.672;0.0;142.672;306.861;164.189;142.672;272.802;130.13;142.672;142.672;0.0;142.672;384.323;182.867;201.457
6155;18.9;145.254;0.0;145.254;358.725;213.471;145.254;468.485;323.231;145.254;145.254;0.0;145.254;565.164;444.61;120.554
6156;20.6;149.033;0.0;149.033;210.176;61.143;149.033;478.982;329.948;149.033;149.033;0.0;149.033;596.103;449.986;146.117
6157;22.2;127.085;0.0;127.085;127.085;0.0;127.085;577.623;450.538;127.085;243.986;116.901;127.085;669.315;614.896;54.419
6158;23.9;134.192;0.0;134.192;134.192;0.0;134.192;445.569;311.377;134.192;366.885;232.693;134.192;535.321;429.362;105.959
6159;22.2;119.733;0.0;119.733;119.733;0.0;119.733;361.318;241.584;119.733;454.142;334.409;119.733;444.157;341.313;102.844
6160;21.7;100.75;0.0;100.75;100.75;0.0;100.75;252.071;151.321;100.75;468.85;368.099;100.75;324.652;225.396;99.255
6161;20.6;74.96;0.0;74.96;74.96;0.0;74.96;133.516;58.556;74.96;369.772;294.812;74.96;189.538;100.535;89.003
6162;19.4;31.614;0.0;31.614;31.614;0.0;31.614;34.605;2.991;31.614;161.254;129.64;31.614;62.293;16.026;46.267
6163;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6164;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6165;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6166;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6167;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6168;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6169;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6170;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6171;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6172;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6173;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6174;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6175;12.2;27.63;0.0;27.63;87.006;59.375;27.63;31.021;3.39;27.63;27.63;0.0;27.63;53.438;9.169;44.269
6176;12.2;75.716;0.0;75.716;222.01;146.294;75.716;110.364;34.648;75.716;75.716;0.0;75.716;171.438;55.202;116.236
6177;13.9;119.937;0.0;119.937;487.828;367.891;119.937;289.596;169.659;119.937;119.937;0.0;119.937;372.042;243.951;128.091
6178;14.4;142.106;0.0;142.106;304.748;162.642;142.106;272.872;130.766;142.106;142.106;0.0;142.106;381.519;180.531;200.987
6179;16.1;145.448;0.0;145.448;357.283;211.835;145.448;470.733;325.285;145.448;145.448;0.0;145.448;562.414;440.685;121.729
6180;17.2;167.135;0.0;167.135;200.539;33.404;167.135;351.611;184.476;167.135;167.135;0.0;167.135;475.037;248.049;226.988
6181;18.3;148.558;0.0;148.558;148.558;0.0;148.558;190.155;41.597;148.558;159.367;10.809;148.558;321.415;55.971;265.444
6182;18.9;138.284;0.0;138.284;138.284;0.0;138.284;174.979;36.694;138.284;165.56;27.276;138.284;298.157;49.829;248.328
6183;17.2;115.964;0.0;115.964;115.964;0.0;115.964;158.717;42.752;115.964;174.665;58.7;115.964;253.184;59.323;193.86
6184;16.1;108.969;0.0;108.969;108.969;0.0;108.969;195.172;86.204;108.969;316.16;207.192;108.969;270.014;125.371;144.643
6185;14.4;23.466;0.0;23.466;23.466;0.0;23.466;23.844;0.378;23.466;25.328;1.862;23.466;45.624;0.624;45
6186;14.4;18.012;0.0;18.012;18.012;0.0;18.012;18.493;0.481;18.012;35.626;17.614;18.012;34.469;2.08;32.389
6187;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6188;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6189;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6190;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6191;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6192;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6193;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6194;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6195;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6196;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6197;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6198;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6199;8.3;51.928;0.0;51.928;340.244;288.316;51.928;70.199;18.271;51.928;51.928;0.0;51.928;114.575;43.617;70.958
6200;11.1;105.077;0.0;105.077;768.327;663.25;105.077;266.698;161.621;105.077;105.077;0.0;105.077;359.461;248.098;111.364
6201;13.3;125.607;0.0;125.607;858.083;732.476;125.607;469.443;343.836;125.607;125.607;0.0;125.607;571.647;483.126;88.52
6202;15.6;139.33;0.0;139.33;731.666;592.336;139.33;622.405;483.075;139.33;139.33;0.0;139.33;731.811;655.253;76.558
6203;17.2;137.298;0.0;137.298;500.607;363.309;137.298;703.037;565.739;137.298;137.298;0.0;137.298;810.822;754.918;55.904
6204;17.8;133.635;0.0;133.635;241.044;107.409;133.635;740.841;607.206;133.635;133.635;0.0;133.635;848.379;804.99;43.389
6205;19.4;124.673;0.0;124.673;124.673;0.0;124.673;721.928;597.255;124.673;280.094;155.421;124.673;826.435;792.308;34.126
6206;20.6;114.579;0.0;114.579;114.579;0.0;114.579;639.558;524.98;114.579;502.761;388.182;114.579;744.906;702.06;42.846
6207;21.1;88.134;0.0;88.134;88.134;0.0;88.134;505.044;416.91;88.134;655.986;567.852;88.134;595.813;568.187;27.626
6208;22.2;66.64;0.0;66.64;66.64;0.0;66.64;350.794;284.155;66.64;741.559;674.919;66.64;425.981;403.513;22.468
6209;22.2;48.823;0.0;48.823;48.823;0.0;48.823;177.889;129.066;48.823;670.754;621.931;48.823;229.926;204.594;25.332
6210;21.1;29.581;0.0;29.581;29.581;0.0;29.581;39.308;9.727;29.581;338.213;308.632;29.581;66.255;34.723;31.532
6211;19.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6212;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6213;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6214;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6215;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6216;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6217;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6218;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6219;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6220;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6221;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6222;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6223;8.3;50.47;0.0;50.47;322.809;272.339;50.47;69.439;18.969;50.47;50.47;0.0;50.47;109.331;40.343;68.988
6224;10.6;104.305;0.0;104.305;764.958;660.653;104.305;269.828;165.523;104.305;104.305;0.0;104.305;355.711;244.961;110.75
6225;13.9;120.837;0.0;120.837;849.046;728.209;120.837;468.707;347.87;120.837;120.837;0.0;120.837;566.919;477.737;89.181
6226;18.3;138.698;0.0;138.698;729.701;591.003;138.698;627.545;488.848;138.698;138.698;0.0;138.698;727.738;651.541;76.197
6227;21.7;142.75;0.0;142.75;512.676;369.926;142.75;726.879;584.129;142.75;142.75;0.0;142.75;829.874;767.771;62.103
6228;25.6;139.077;0.0;139.077;247.356;108.278;139.077;765.799;626.722;139.077;139.077;0.0;139.077;867.971;819.213;48.758
6229;26.1;130.653;0.0;130.653;130.653;0.0;130.653;747.772;617.119;130.653;291.479;160.827;130.653;846.635;807.135;39.501
6230;26.1;119.517;0.0;119.517;119.517;0.0;119.517;661.341;541.824;119.517;518.077;398.56;119.517;761.105;713.58;47.525
6231;27.2;95.605;0.0;95.605;95.605;0.0;95.605;533.41;437.805;95.605;687.201;591.596;95.605;619.616;586.023;33.593
6232;27.2;62.566;0.0;62.566;62.566;0.0;62.566;361.802;299.236;62.566;765.04;702.474;62.566;432.448;414.907;17.541
6233;27.2;45.959;0.0;45.959;45.959;0.0;45.959;182.741;136.783;45.959;691.236;645.278;45.959;230.309;208.379;21.93
6234;26.1;31.644;0.0;31.644;31.644;0.0;31.644;40.516;8.872;31.644;279.842;248.198;31.644;64.209;26.541;37.668
6235;22.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6236;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6237;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6238;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6239;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6240;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6241;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6242;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6243;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6244;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6245;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6246;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6247;11.1;47.747;0.0;47.747;297.017;249.27;47.747;66.679;18.932;47.747;47.747;0.0;47.747;100.473;36.141;64.333
6248;13.9;101.124;0.0;101.124;708.851;607.727;101.124;257.572;156.448;101.124;101.124;0.0;101.124;332.183;223.34;108.843
6249;17.8;122.343;0.0;122.343;784.073;661.73;122.343;443.964;321.621;122.343;122.343;0.0;122.343;524.12;431.777;92.342
6250;21.1;129.936;0.0;129.936;697.655;567.72;129.936;606.155;476.219;129.936;129.936;0.0;129.936;690.381;623.714;66.667
6251;23.9;131.587;0.0;131.587;487.091;355.504;131.587;700.795;569.208;131.587;131.587;0.0;131.587;787.482;736.976;50.506
6252;26.7;127.877;0.0;127.877;230.55;102.673;127.877;736.454;608.577;127.877;127.877;0.0;127.877;823.225;784.364;38.862
6253;27.2;123.749;0.0;123.749;123.749;0.0;123.749;707.593;583.844;123.749;276.126;152.377;123.749;801.743;752.876;48.868
6254;27.8;108.674;0.0;108.674;108.674;0.0;108.674;634.669;525.995;108.674;493.609;384.934;108.674;720.29;682.216;38.074
6255;28.9;86.842;0.0;86.842;86.842;0.0;86.842;512.075;425.233;86.842;656.955;570.113;86.842;586.253;559.045;27.208
6256;28.9;75.099;0.0;75.099;75.099;0.0;75.099;332.183;257.084;75.099;671.687;596.588;75.099;385.391;348.055;37.337
6257;26.7;72.308;0.0;72.308;72.308;0.0;72.308;134.646;62.337;72.308;360.342;288.033;72.308;179.029;91.275;87.754
6258;25.6;27.212;0.0;27.212;27.212;0.0;27.212;32.174;4.961;27.212;151.322;124.109;27.212;52.72;12.579;40.142
6259;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6260;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6261;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6262;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6263;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6264;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6265;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6266;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6267;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6268;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6269;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6270;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6271;9.4;16.289;0.0;16.289;23.761;7.471;16.289;16.904;0.615;16.289;16.289;0.0;16.289;30.56;1.06;29.5
6272;8.9;53.363;0.0;53.363;91.347;37.984;53.363;63.403;10.041;53.363;53.363;0.0;53.363;107.321;13.834;93.487
6273;8.9;86.997;0.0;86.997;140.875;53.878;86.997;113.634;26.637;86.997;86.997;0.0;86.997;183.554;34.964;148.59
6274;8.9;113.683;0.0;113.683;165.775;52.092;113.683;157.991;44.308;113.683;113.683;0.0;113.683;247.371;57.03;190.341
6275;8.9;135.8;0.0;135.8;159.395;23.595;135.8;174.104;38.304;135.8;135.8;0.0;135.8;292.862;48.855;244.006
6276;8.9;145.444;0.0;145.444;152.542;7.097;145.444;188.534;43.09;145.444;145.444;0.0;145.444;314.891;54.76;260.131
6277;9.4;145.317;0.0;145.317;145.317;0.0;145.317;188.407;43.09;145.317;156.579;11.262;145.317;314.726;54.785;259.941
6278;8.3;62.063;0.0;62.063;62.063;0.0;62.063;65.161;3.098;62.063;64.318;2.256;62.063;120.155;3.957;116.198
6279;8.3;52.681;0.0;52.681;52.681;0.0;52.681;54.096;1.414;52.681;54.563;1.882;52.681;101.226;1.826;99.4
6280;8.3;38.908;0.0;38.908;38.908;0.0;38.908;39.614;0.707;38.908;40.529;1.621;38.908;74.934;0.934;74
6281;8.3;22.408;0.0;22.408;22.408;0.0;22.408;22.82;0.413;22.408;24.276;1.869;22.408;43.581;0.581;43
6282;8.3;6.535;0.0;6.535;6.535;0.0;6.535;6.579;0.044;6.535;7.529;0.994;6.535;12.095;0.095;12
6283;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6284;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6285;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6286;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6287;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6288;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6289;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6290;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6291;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6292;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6293;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6294;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6295;2.8;45.449;0.0;45.449;305.331;259.883;45.449;68.469;23.021;45.449;45.449;0.0;45.449;96.461;36.038;60.423
6296;5.6;100.781;0.0;100.781;751.381;650.6;100.781;277.263;176.482;100.781;100.781;0.0;100.781;341.136;234.804;106.332
6297;8.9;118.207;0.0;118.207;840.15;721.943;118.207;481.184;362.977;118.207;118.207;0.0;118.207;552.085;465.916;86.169
6298;10;135.334;0.0;135.334;722.137;586.803;135.334;641.383;506.049;135.334;135.334;0.0;135.334;712.957;640.18;72.777
6299;11.7;140.067;0.0;140.067;505.185;365.117;140.067;741.026;600.959;140.067;140.067;0.0;140.067;815.202;755.104;60.098
6300;13.9;137.349;0.0;137.349;240.773;103.424;137.349;780.606;643.257;137.349;137.349;0.0;137.349;854.401;806.092;48.309
6301;15.6;128.741;0.0;128.741;128.741;0.0;128.741;761.406;632.666;128.741;294.331;165.59;128.741;832.15;793.091;39.059
6302;17.2;117.805;0.0;117.805;117.805;0.0;117.805;674.228;556.423;117.805;520.913;403.108;117.805;746.822;699.955;46.868
6303;19.4;94.039;0.0;94.039;94.039;0.0;94.039;545.451;451.412;94.039;689.962;595.923;94.039;605.797;572.491;33.305
6304;20;64.998;0.0;64.998;64.998;0.0;64.998;362.997;297.999;64.998;741.031;676.033;64.998;407.36;384.645;22.716
6305;20.6;49.633;0.0;49.633;49.633;0.0;49.633;183.736;134.103;49.633;644.789;595.156;49.633;210.592;181.409;29.183
6306;20;30.4;0.0;30.4;30.4;0.0;30.4;38.232;7.832;30.4;192.051;161.651;30.4;55.276;14.577;40.7
6307;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6308;16.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6309;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6310;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6311;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6312;11.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6313;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6314;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6315;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6316;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6317;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6318;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6319;2.8;41.77;0.0;41.77;251.802;210.031;41.77;61.704;19.934;41.77;41.77;0.0;41.77;83.053;28.46;54.593
6320;8.9;98.325;0.0;98.325;715.11;616.785;98.325;269.914;171.589;98.325;98.325;0.0;98.325;324.992;220.556;104.436
6321;12.8;119.152;0.0;119.152;775.477;656.325;119.152;454.662;335.509;119.152;119.152;0.0;119.152;510.109;421.212;88.897
6322;15;127.621;0.0;127.621;547.662;420.041;127.621;494.842;367.221;127.621;127.621;0.0;127.621;543.442;456.621;86.821
6323;15.6;126.853;0.0;126.853;472.59;345.737;126.853;703.761;576.908;126.853;126.853;0.0;126.853;761.534;714.151;47.383
6324;17.2;121.793;0.0;121.793;218.771;96.979;121.793;739.81;618.018;121.793;121.793;0.0;121.793;798.004;763.694;34.311
6325;18.3;121.576;0.0;121.576;121.576;0.0;121.576;721.583;600.007;121.576;278.833;157.257;121.576;788.801;741.614;47.186
